"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/Jonger dan 5 jaar (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/5 tot 10 jaar (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/10 tot 15 jaar (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/15 tot 20 jaar (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/20 tot 25 jaar (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/65 tot 80 jaar (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/80 jaar of ouder (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/Jonger dan 5 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/5 tot 10 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/10 tot 15 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/15 tot 20 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/20 tot 25 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/25 tot 45 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/45 tot 65 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/65 tot 80 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/80 jaar of ouder (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Demografische druk/Totale druk (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Demografische druk/Groene druk (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Demografische druk/Grijze druk (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Nederlandse achtergrond (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Totaal met migratieachtergrond (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Westerse migratieachtergrond (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Totaal niet-westerse migratieachtergrond (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Marokko (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/(voormalige) Nederlandse Antillen, Aruba (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Suriname (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Turkije (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Overig niet-westerse migratieachtergrond (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Nederlandse achtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Totaal met migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Totaal niet-westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Marokko (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/(voormalige) Nederlandse Antillen, Aruba (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Suriname (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Turkije (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Overig niet-westerse migratieachtergrond (%)";"Bevolking/Bevolkingsontwikkeling/Immigratie en emigratie/Immigratie (aantal)";"Bevolking/Bevolkingsontwikkeling/Immigratie en emigratie/Emigratie (aantal)";"Bevolking/Bevolkingsontwikkeling/Immigratie en emigratie/Migratiesaldo (aantal)";"Bevolking/Bevolkingsontwikkeling/Immigratie en emigratie/Migratiesaldo, relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Particuliere huishoudens/Totaal particuliere huishoudens (aantal)";"Bevolking/Particuliere huishoudens/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Particuliere huishoudens/Meerpersoonshuishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Particuliere huishoudens/Meerpersoonshuishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Particuliere huishoudens, relatief/Eenpersoonshuishoudens (%)";"Bevolking/Particuliere huishoudens/Particuliere huishoudens, relatief/Meerpersoonshuishoudens zonder kinderen (%)";"Bevolking/Particuliere huishoudens/Particuliere huishoudens, relatief/Meerpersoonshuishoudens met kinderen (%)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (personen per 1 huishouden)";"Onderwijs/Naar woongemeente/Leerlingen/studenten/Voortgezet onderwijs (aantal)";"Onderwijs/Naar woongemeente/Leerlingen/studenten/Beroepsopleidende leerweg (aantal)";"Onderwijs/Naar woongemeente/Leerlingen/studenten/Beroepsbegeleidende leerweg (aantal)";"Onderwijs/Naar woongemeente/Leerlingen/studenten/Hoger beroepsonderwijs (aantal)";"Onderwijs/Naar woongemeente/Leerlingen/studenten/Wetenschappelijk onderwijs (aantal)";"Onderwijs/Naar woongemeente/Gediplomeerden/Voortgezet onderwijs (aantal)";"Onderwijs/Naar woongemeente/Gediplomeerden/Middelbaar beroepsonderwijs (aantal)";"Onderwijs/Naar woongemeente/Gediplomeerden/Hoger beroepsonderwijs bachelor (aantal)";"Onderwijs/Naar woongemeente/Gediplomeerden/Wo master/doctoraal (aantal)"
"2025";"Nederland";18044027;858425;893434;946675;1020947;1184576;4650069;4734222;2823384;932295;4,8;5;5,2;5,7;6,6;25,8;26,2;15,6;5,2;70,7;35,2;35,5;;;;;;;;;;;;;;;;;;;;;;;8430352;3380900;2391806;2657646;40,1;28,4;31,5;2,1;;;;;;;;;
"2025";"Aa en Hunze";25935;1016;1166;1281;1381;1150;4769;7608;5814;1750;3,9;4,5;4,9;5,3;4,4;18,4;29,3;22,4;6,7;91,7;35,8;55,9;;;;;;;;;;;;;;;;;;;;;;;11479;3407;4471;3601;29,7;38,9;31,4;2,21;;;;;;;;;
"2025";"Aalburg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Aalsmeer";33250;1434;1618;2095;2278;2061;7470;9857;4583;1854;4,3;4,9;6,3;6,9;6,2;22,5;29,6;13,8;5,6;71,5;38,3;33,2;;;;;;;;;;;;;;;;;;;;;;;14452;4963;3887;5602;34,3;26,9;38,8;2,27;;;;;;;;;
"2025";"Aalten";27466;1296;1294;1406;1657;1487;5722;7813;5142;1649;4,7;4,7;5,1;6;5,4;20,8;28,4;18,7;6;82,8;37,6;45,2;;;;;;;;;;;;;;;;;;;;;;;11845;3725;4028;4092;31,4;34;34,5;2,28;;;;;;;;;
"2025";"Ter Aar";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Aarle-Rixtel";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Abcoude";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Achtkarspelen";28200;1381;1457;1646;1824;1726;6244;7625;4840;1457;4,9;5,2;5,8;6,5;6,1;22,1;27;17,2;5,2;80,8;40,4;40,4;;;;;;;;;;;;;;;;;;;;;;;12125;3917;3787;4421;32,3;31,2;36,5;2,3;;;;;;;;;
"2025";"Akersloot";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Alblasserdam";20242;1176;1222;1301;1240;1178;4788;5161;2947;1229;5,8;6;6,4;6,1;5,8;23,7;25,5;14,6;6,1;81,9;44,4;37,5;;;;;;;;;;;;;;;;;;;;;;;8498;2789;2473;3236;32,8;29,1;38,1;2,36;;;;;;;;;
"2025";"Albrandswaard";26707;1304;1407;1687;1752;1471;5894;8007;3967;1218;4,9;5,3;6,3;6,6;5,5;22,1;30;14,9;4,6;73,7;40;33,7;;;;;;;;;;;;;;;;;;;;;;;10744;2950;3182;4612;27,5;29,6;42,9;2,42;;;;;;;;;
"2025";"Alkemade";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Alkmaar";112896;5350;5415;5892;5951;6364;29585;30177;18539;5623;4,7;4,8;5,2;5,3;5,6;26,2;26,7;16,4;5;70,7;34,2;36,5;;;;;;;;;;;;;;;;;;;;;;;54740;23067;14682;16991;42,1;26,8;31;2,04;;;;;;;;;
"2025";"Almelo";74776;3409;3575;3927;4478;4740;18576;20437;11721;3913;4,6;4,8;5,3;6;6,3;24,8;27,3;15,7;5,2;70,9;35,2;35,7;;;;;;;;;;;;;;;;;;;;;;;33859;12879;9446;11534;38;27,9;34,1;2,15;;;;;;;;;
"2025";"Almere";229574;13687;14002;13710;13960;14054;67600;60051;27268;5242;6;6,1;6;6,1;6,1;29,4;26,2;11,9;2,3;62;39,1;22,9;;;;;;;;;;;;;;;;;;;;;;;98394;33218;24097;41079;33,8;24,5;41,7;2,3;;;;;;;;;
"2025";"Alphen aan den Rijn";115773;5930;5862;6501;6530;6608;29346;31076;18201;5719;5,1;5,1;5,6;5,6;5,7;25,3;26,8;15,7;4,9;72,7;37;35,7;;;;;;;;;;;;;;;;;;;;;;;51011;17307;15577;18127;33,9;30,5;35,5;2,24;;;;;;;;;
"2025";"Alphen en Riel";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Alphen-Chaam";10539;464;523;533;515;540;2163;3106;2035;660;4,4;5;5,1;4,9;5,1;20,5;29,5;19,3;6,3;81,4;35;46,4;;;;;;;;;;;;;;;;;;;;;;;4495;1233;1699;1563;27,4;37,8;34,8;2,32;;;;;;;;;
"2025";"Altena";58726;3081;3245;3412;3640;3495;13712;15802;9404;2935;5,2;5,5;5,8;6,2;6;23,3;26,9;16;5;77,9;40,5;37,4;;;;;;;;;;;;;;;;;;;;;;;24204;7245;7830;9129;29,9;32,4;37,7;2,39;;;;;;;;;
"2025";"Ambt Delden";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Ambt Montfort";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Ameland";3800;166;172;191;177;212;907;1002;719;254;4,4;4,5;5;4,7;5,6;23,9;26,4;18,9;6,7;79,2;33,3;45,9;;;;;;;;;;;;;;;;;;;;;;;1850;760;609;481;41,1;32,9;26;2,03;;;;;;;;;
"2025";"Amerongen";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Amersfoort";163298;8846;8892;9489;10121;9543;45022;44130;20956;6299;5,4;5,4;5,8;6,2;5,8;27,6;27;12,8;3,9;65,5;37,8;27,6;;;;;;;;;;;;;;;;;;;;;;;73602;27982;19952;25668;38;27,1;34,9;2,18;;;;;;;;;
"2025";"Ammerzoden";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Amstelveen";95822;4237;5628;6222;5701;6725;25045;23615;13111;5538;4,4;5,9;6,5;5,9;7;26,1;24,6;13,7;5,8;73;39,3;33,7;;;;;;;;;;;;;;;;;;;;;;;45913;20139;10614;15160;43,9;23,1;33;2,07;;;;;;;;;
"2025";"Amsterdam";934526;42787;38809;39207;45406;77843;346547;214003;102285;27639;4,6;4,2;4,2;4,9;8,3;37,1;22,9;10,9;3;46,4;26;20,4;;;;;;;;;;;;;;;;;;;;;;;516096;283658;115019;117419;55;22,3;22,8;1,78;;;;;;;;;
"2025";"Andijk";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Angerlo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Anloo";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Anna Paulowna";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Apeldoorn";168551;7762;8291;8979;9647;9662;40222;46006;28546;9436;4,6;4,9;5,3;5,7;5,7;23,9;27,3;16,9;5,6;75,8;36,2;39,6;;;;;;;;;;;;;;;;;;;;;;;76875;29081;22984;24810;37,8;29,9;32,3;2,14;;;;;;;;;
"2025";"Appingedam";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2025";"Arcen en Velden";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
